2008,oop,0.0
2008,func,0.0
2009,oop,0.33333334
2009,func,0.0
2010,oop,0.33333334
2010,func,0.0
2011,oop,0.6666667
2011,func,0.0
2012,oop,0.6666667
2012,func,0.0
2013,oop,0.33333334
2013,func,0.0
2014,oop,0.33333334
2014,func,1.0
2015,oop,0.6666667
2015,func,1.0
2016,oop,0.6666667
2016,func,1.0
2017,oop,0.6666667
2017,func,1.0
2018,oop,0.33333334
2018,func,0.0
2019,oop,0.33333334
2019,func,0.0
2020,oop,0.0
2020,func,2.0
2021,oop,0.33333334
2021,func,0.0
